alias	fi	t	cdx	cdy	mag	regOK	frameW	frameH	boxW	boxH	mean
BND2_L6	245	49.200	-0.00000	0.00000	0.00000	1	270	480	0.096	0.135	0.596
BND2_L6	246	49.400	-0.00000	0.00000	0.00000	1	270	480	0.111	0.133	0.604
BND2_L6	247	49.600	-0.00000	0.00000	0.00000	1	270	480	0.119	0.140	0.604
BND2_L6	248	49.800	-0.00000	0.00000	0.00000	1	270	480	0.107	0.117	0.604
BND2_L6	249	50.000	-0.00000	0.00000	0.00000	1	270	480	0.078	0.133	0.604
BND2_L6	250	50.200	-0.00000	0.00000	0.00000	1	270	480	0.104	0.129	0.604
BND2_L6	251	50.400	-0.00000	0.00000	0.00000	1	270	480	0.093	0.133	0.608
BND2_L6	252	50.600	-0.00000	0.00000	0.00000	1	270	480	0.085	0.125	0.608
BND2_L6	253	50.800	-0.00000	0.00000	0.00000	1	270	480	0.085	0.138	0.604
BND2_L6	254	51.000	-0.00000	0.00000	0.00000	1	270	480	0.041	0.152	0.604
BND2_L6	255	51.200	-0.00000	0.00000	0.00000	1	270	480	0.048	0.163	0.604
BND2_L6	256	51.400	-0.00000	0.00000	0.00000	1	270	480	0.078	0.169	0.600
BND2_L6	257	51.600	-0.00000	0.00000	0.00000	1	270	480	0.093	0.167	0.592
BND2_L6	258	51.800	-0.00000	0.00000	0.00000	1	270	480	0.115	0.171	0.584
BND2_L6	259	52.000	-0.00000	0.00000	0.00000	1	270	480	0.144	0.148	0.580
BND2_L6	260	52.200	-0.00000	0.00000	0.00000	1	270	480	0.159	0.154	0.573
BND2_L6	261	52.400	-0.00000	0.00000	0.00000	1	270	480	0.137	0.142	0.573
BND2_L6	262	52.600	-0.00000	0.00000	0.00000	1	270	480	0.152	0.150	0.569
BND2_L6	263	52.800	-0.00000	0.01042	0.01042	1	270	480	0.156	0.146	0.565
BND2_L6	264	53.000	-0.00741	0.01042	0.01278	1	270	480	0.144	0.135	0.573
BND2_L6	265	53.200	-0.01481	0.00833	0.01700	1	270	480	0.137	0.138	0.576
BND2_L6	266	53.400	-0.03333	0.00625	0.03391	1	270	480	0.137	0.144	0.580
BND2_L6	267	53.600	-0.69259	0.00417	0.69261	0	270	480	0.141	0.146	0.584
BND2_L6	268	53.800	-0.04444	0.00208	0.04449	1	270	480	0.115	0.156	0.588
BND2_L6	269	54.000	-0.03704	0.00000	0.03704	1	270	480	0.085	0.160	0.592
BND2_L6	270	54.200	-0.05185	0.00000	0.05185	1	270	480	0.104	0.160	0.592
BND2_L6	271	54.400	-0.00000	0.00000	0.00000	1	270	480	0.096	0.154	0.592
BND2_L6	272	54.600	-0.02963	-0.00208	0.02970	1	270	480	0.104	0.140	0.592
BND2_L6	273	54.800	-0.00741	0.00000	0.00741	1	270	480	0.104	0.142	0.592
BND2_L6	274	55.000	0.00741	-0.00208	0.00769	1	270	480	0.111	0.138	0.592
BND2_L6	275	55.200	-0.00000	-0.00208	0.00208	1	270	480	0.111	0.138	0.588
BND2_L6	276	55.400	-0.00000	0.00000	0.00000	1	270	480	0.104	0.150	0.588
BND2_L6	277	55.600	-0.00741	0.00000	0.00741	1	270	480	0.093	0.158	0.588
BND2_L6	278	55.800	-0.01852	0.00000	0.01852	1	270	480	0.081	0.169	0.588
BND2_L6	279	56.000	-0.02963	0.00000	0.02963	1	270	480	0.100	0.165	0.592
BND2_L6	280	56.200	-0.04074	0.00000	0.04074	1	270	480	0.144	0.154	0.596
BND2_L6	281	56.400	-0.04815	0.00000	0.04815	1	270	480	0.144	0.148	0.596
BND2_L6	282	56.600	-0.00000	0.00000	0.00000	1	270	480	0.144	0.127	0.600
BND2_L6	283	56.800	0.60000	-0.00417	0.60001	0	270	480	0.141	0.127	0.600
BND2_L6	284	57.000	-0.00741	-0.00417	0.00850	1	270	480	0.126	0.152	0.600
BND2_L6	285	57.200	-0.00000	-0.00417	0.00417	1	270	480	0.081	0.148	0.596
BND2_L6	286	57.400	-0.28148	-0.00417	0.28151	1	270	480	0.104	0.140	0.592
BND2_L6	287	57.600	0.01481	-0.00417	0.01539	1	270	480	0.100	0.125	0.592
BND2_L6	288	57.800	-0.00000	-0.00417	0.00417	1	270	480	0.100	0.131	0.596
BND2_L6	289	58.000	0.50000	-0.29167	0.57885	0	270	480	0.067	0.123	0.600
BND2_L6	290	58.200	-0.00000	0.00000	0.00000	1	270	480	0.296	0.175	0.631
BND2_L6	291	58.400	-0.00000	0.00000	0.00000	1	270	480	0.274	0.142	0.631
BND2_L6	292	58.600	-0.00000	0.00000	0.00000	1	270	480	0.241	0.123	0.631
BND2_L6	293	59.000	-0.00000	0.00000	0.00000	1	270	480	0.196	0.115	0.631
BND2_L6	295	59.200	-0.00000	0.00000	0.00000	1	270	480	0.159	0.087	0.627
BND2_L6	296	59.400	-0.00000	0.00000	0.00000	1	270	480	0.174	0.094	0.627
BND2_L6	297	59.600	0.51481	0.00000	0.51481	0	270	480	0.126	0.131	0.627
BND2_L6	298	59.800	-0.00000	0.00000	0.00000	1	270	480	0.122	0.148	0.627
BND2_L6	299	60.000	-0.00000	0.00000	0.00000	1	270	480	0.107	0.154	0.627
BND2_L6	300	60.200	-0.00000	0.00000	0.00000	1	270	480	0.107	0.156	0.624
BND2_L6	301	60.400	-0.00000	0.00000	0.00000	1	270	480	0.100	0.144	0.620
BND2_L6	302	60.600	-0.00000	0.00000	0.00000	1	270	480	0.167	0.173	0.620
BND2_L6	303	60.800	-0.00000	0.00000	0.00000	1	270	480	0.204	0.154	0.620
BND2_L6	304	61.000	-0.00000	0.00000	0.00000	1	270	480	0.163	0.165	0.620
BND2_L6	305	61.200	-0.00000	0.00000	0.00000	1	270	480	0.096	0.190	0.612
BND2_L6	306	61.400	-0.00000	0.00000	0.00000	1	270	480	0.093	0.185	0.616
BND2_L6	307	61.600	-0.00000	0.00000	0.00000	1	270	480	0.119	0.183	0.616
BND2_L6	308	61.800	0.02593	0.00000	0.02593	1	270	480	0.115	0.175	0.620
BND2_L6	309	62.000	-0.00000	0.00000	0.00000	1	270	480	0.119	0.160	0.620
BND2_L6	310	62.200	-0.00000	0.00000	0.00000	1	270	480	0.148	0.152	0.616
BND2_L6	311	62.400	-0.00000	0.00000	0.00000	1	270	480	0.178	0.144	0.620
BND2_L6	312	62.600	-0.00000	0.00000	0.00000	1	270	480	0.185	0.127	0.624
BND2_L6	313	62.800	-0.00000	0.00000	0.00000	1	270	480	0.159	0.102	0.627
BND2_L6	314	63.000	-0.00000	0.00000	0.00000	1	270	480	0.159	0.102	0.627
BND2_L6	315	63.400	-0.00000	0.00000	0.00000	1	270	480	0.133	0.083	0.627
BND2_L6	317	63.600	-0.00000	0.00000	0.00000	1	270	480	0.133	0.094	0.624
BND2_L6	318	63.800	-0.00000	0.00000	0.00000	1	270	480	0.133	0.123	0.624
BND2_L6	319	64.000	-0.00000	0.00000	0.00000	1	270	480	0.137	0.127	0.620
BND2_L6	320	64.200	-0.00000	0.00000	0.00000	1	270	480	0.144	0.135	0.616
BND2_L6	321	64.400	-0.00000	0.00000	0.00000	1	270	480	0.170	0.152	0.612
BND2_L6	322	64.600	-0.00000	0.00000	0.00000	1	270	480	0.159	0.158	0.612
BND2_L6	323	64.800	-0.00000	0.00000	0.00000	1	270	480	0.170	0.165	0.616
BND2_L6	324	65.000	-0.00000	0.00000	0.00000	1	270	480	0.170	0.173	0.616
BND2_L6	325	65.200	-0.00000	0.00000	0.00000	1	270	480	0.144	0.175	0.620
BND2_L6	326	65.400	-0.00000	0.00000	0.00000	1	270	480	0.141	0.177	0.616
BND2_L6	327	65.600	-0.00000	0.00000	0.00000	1	270	480	0.178	0.171	0.616
BND2_L6	328	65.800	-0.00000	0.00000	0.00000	1	270	480	0.289	0.169	0.612
BND2_L6	329	66.000	-0.00000	0.00000	0.00000	1	270	480	0.281	0.177	0.616
BND2_L6	330	66.200	-0.00000	0.00000	0.00000	1	270	480	0.256	0.152	0.616
BND2_L6	331	66.400	-0.00000	0.00000	0.00000	1	270	480	0.244	0.148	0.616
BND2_L6	332	66.600	-0.00000	0.00000	0.00000	1	270	480	0.244	0.144	0.616
BND2_L5	0	0.200	-0.12222	0.00000	0.12222	1	270	480	0.337	0.308	0.769
BND2_L5	1	0.400	-0.00000	0.00000	0.00000	1	270	480	0.070	0.129	0.737
BND2_L5	2	0.600	-0.00000	0.00000	0.00000	1	270	480	0.352	0.308	0.741
BND2_L5	3	0.800	-0.00000	0.00000	0.00000	1	270	480	0.359	0.304	0.741
BND2_L5	4	1.000	-0.00000	0.00000	0.00000	1	270	480	0.330	0.315	0.749
BND2_L5	5	1.200	-0.00000	0.00000	0.00000	1	270	480	0.322	0.323	0.753
BND2_L5	6	1.400	-0.00000	0.00000	0.00000	1	270	480	0.296	0.325	0.753
BND2_L5	7	1.598	-0.00000	0.00000	0.00000	1	270	480	0.285	0.319	0.749
BND2_L5	8	1.800	-0.00000	0.00000	0.00000	1	270	480	0.285	0.325	0.749
BND2_L5	9	1.998	-0.05926	0.00000	0.05926	1	270	480	0.267	0.338	0.753
BND2_L5	10	2.198	-0.67407	0.00000	0.67407	0	270	480	0.263	0.350	0.753
BND2_L5	11	2.400	-0.75185	0.00000	0.75185	0	270	480	0.241	0.365	0.757
BND2_L5	12	2.600	0.12222	0.00000	0.12222	1	270	480	0.237	0.371	0.761
BND2_L5	13	2.800	-0.00000	0.00000	0.00000	1	270	480	0.274	0.373	0.765
BND2_L5	14	3.000	-0.00000	0.00000	0.00000	1	270	480	0.293	0.375	0.765
BND2_L5	15	3.200	-0.00000	0.00000	0.00000	1	270	480	0.330	0.379	0.761
BND2_L5	16	3.400	0.05926	0.00000	0.05926	1	270	480	0.433	0.365	0.757
BND2_L5	17	3.600	0.12222	0.00000	0.12222	1	270	480	0.389	0.390	0.757
BND2_L5	18	3.800	-0.00000	0.00000	0.00000	1	270	480	0.100	0.127	0.757
BND2_L5	19	4.000	-0.00000	0.00000	0.00000	1	270	480	0.104	0.127	0.753
BND2_L5	20	4.200	-0.00000	0.00000	0.00000	1	270	480	0.107	0.129	0.745
BND2_L5	21	4.400	-0.00000	0.00000	0.00000	1	270	480	0.104	0.127	0.745
BND2_L5	22	4.600	-0.00000	0.00000	0.00000	1	270	480	0.107	0.131	0.749
BND2_L5	23	4.800	-0.00000	0.00000	0.00000	1	270	480	0.107	0.131	0.749
BND2_L5	24	5.000	-0.00000	0.00000	0.00000	1	270	480	0.111	0.135	0.741
BND2_L5	25	6.000	-0.12222	0.00000	0.12222	1	270	480	0.107	0.135	0.741
BND2_L4	0	4.200	0.73801	-0.23125	0.77339	0	271	480	0.347	0.129	0.494
BND2_L4	21	4.400	-0.00000	0.00000	0.00000	1	271	480	0.125	0.108	0.596
BND2_L4	22	4.600	-0.00000	0.00000	0.00000	1	271	480	0.133	0.106	0.596
BND2_L4	23	4.800	-0.00000	0.00000	0.00000	1	271	480	0.122	0.113	0.608
BND2_L4	24	5.000	-0.00000	0.00000	0.00000	1	271	480	0.129	0.110	0.616
BND2_L4	25	5.200	-0.00000	0.00000	0.00000	1	271	480	0.144	0.110	0.620
BND2_L4	26	5.400	-0.00000	0.00000	0.00000	1	271	480	0.118	0.117	0.620
BND2_L4	27	5.600	-0.00000	0.00000	0.00000	1	271	480	0.144	0.119	0.616
BND2_L4	28	5.800	-0.00000	0.00000	0.00000	1	271	480	0.133	0.125	0.620
BND2_L4	29	6.000	-0.00000	0.00000	0.00000	1	271	480	0.144	0.129	0.620
BND2_L4	30	6.200	-0.08856	0.00000	0.08856	1	271	480	0.137	0.138	0.616
BND2_L4	31	6.400	-0.04797	0.00000	0.04797	1	271	480	0.122	0.125	0.612
BND2_L4	32	6.600	-0.04797	0.00000	0.04797	1	271	480	0.129	0.129	0.608
BND2_L4	33	6.800	-0.14391	0.00000	0.14391	1	271	480	0.122	0.131	0.596
BND2_L4	34	7.000	-0.19188	0.00000	0.19188	1	271	480	0.192	0.123	0.580
BND2_L4	35	7.200	-0.24354	0.00000	0.24354	1	271	480	0.118	0.127	0.553
BND2_L4	36	10.198	-0.43911	-0.04167	0.44109	0	271	480	0.203	0.081	0.525
BND2_L4	51	10.398	-0.00000	0.00000	0.00000	1	271	480	0.192	0.062	0.518
BND2_L4	52	10.598	-0.00000	0.00000	0.00000	1	271	480	0.166	0.069	0.518
BND2_L3	0	0.200	-0.00000	0.00000	0.00000	1	270	480	0.141	0.227	0.533
BND2_L3	1	0.400	-0.00000	0.00000	0.00000	1	270	480	0.141	0.233	0.533
BND2_L3	2	0.600	-0.00000	0.00000	0.00000	1	270	480	0.119	0.244	0.541
BND2_L3	3	1.000	-0.00000	0.00000	0.00000	1	270	480	0.122	0.258	0.541
BND2_L3	5	1.200	-0.00000	0.00000	0.00000	1	270	480	0.152	0.290	0.541
BND2_L3	6	1.400	-0.00000	0.00000	0.00000	1	270	480	0.152	0.294	0.549
BND2_L3	7	1.598	-0.05556	0.00000	0.05556	1	270	480	0.156	0.308	0.557
BND2_L3	8	1.800	-0.07037	0.00000	0.07037	1	270	480	0.193	0.323	0.565
BND2_L3	9	1.998	-0.02593	0.00000	0.02593	1	270	480	0.226	0.327	0.569
BND2_L3	10	2.198	-0.01481	0.00000	0.01481	1	270	480	0.222	0.329	0.569
BND2_L3	11	2.400	-0.00000	0.00000	0.00000	1	270	480	0.267	0.338	0.584
BND2_L3	12	2.600	-0.00000	0.00000	0.00000	1	270	480	0.289	0.346	0.596
BND2_L3	13	2.800	-0.00000	0.00000	0.00000	1	270	480	0.315	0.348	0.608
BND2_L3	14	3.000	-0.00000	0.00000	0.00000	1	270	480	0.337	0.367	0.620
BND2_L3	15	3.200	-0.00000	0.00000	0.00000	1	270	480	0.381	0.394	0.624
BND2_L3	16	3.400	-0.04074	0.00000	0.04074	1	270	480	0.404	0.412	0.631
BND2_L3	17	3.600	-0.04074	0.00000	0.04074	1	270	480	0.437	0.444	0.631
BND2_L3	18	3.800	-0.00000	0.00000	0.00000	1	270	480	0.467	0.435	0.620
BND2_L3	19	4.000	-0.00000	0.00000	0.00000	1	270	480	0.356	0.427	0.624
BND2_L3	20	4.200	-0.00000	0.00000	0.00000	1	270	480	0.430	0.421	0.620
BND2_L3	21	4.400	-0.00000	0.00000	0.00000	1	270	480	0.326	0.404	0.616
BND2_L3	22	4.600	-0.00000	0.00000	0.00000	1	270	480	0.367	0.385	0.612
BND2_L3	23	4.800	-0.01481	-0.00625	0.01608	1	270	480	0.256	0.383	0.612
BND2_L3	24	5.000	0.34815	0.47708	0.59061	0	270	480	0.270	0.421	0.620
BND2_L3	25	5.200	-0.21852	0.64167	0.67785	0	270	480	0.119	0.135	0.627
BND2_L3	26	5.400	-0.13333	-0.62500	0.63906	0	270	480	0.307	0.460	0.639
BND2_L3	27	5.600	-0.08148	-0.00417	0.08159	1	270	480	0.352	0.342	0.600
BND2_L3	28	5.800	-0.01111	-0.00208	0.01130	1	270	480	0.319	0.260	0.596
BND2_L3	29	6.000	-0.01111	-0.00208	0.01130	1	270	480	0.326	0.256	0.596
BND2_L3	30	6.200	-0.01111	-0.00417	0.01187	1	270	480	0.326	0.252	0.596
BND2_L3	31	6.400	-0.00370	-0.00208	0.00425	1	270	480	0.319	0.244	0.596
BND2_L3	32	6.600	-0.00741	-0.00208	0.00769	1	270	480	0.304	0.231	0.596
BND2_L3	33	6.800	-0.00000	-0.00208	0.00208	1	270	480	0.293	0.221	0.596
BND2_L3	34	7.000	-0.00370	-0.00208	0.00425	1	270	480	0.278	0.215	0.596
BND2_L3	35	7.200	-0.00000	-0.00417	0.00417	1	270	480	0.281	0.208	0.596
BND2_L3	36	7.400	-0.00741	-0.00208	0.00769	1	270	480	0.274	0.204	0.596
BND2_L3	37	7.600	-0.01481	-0.00208	0.01496	1	270	480	0.270	0.200	0.596
BND2_L3	38	7.800	-0.01852	-0.00208	0.01864	1	270	480	0.252	0.196	0.596
BND2_L3	39	8.000	-0.01481	-0.00208	0.01496	1	270	480	0.259	0.192	0.596
BND2_L3	40	9.200	-0.00000	-0.00417	0.00417	1	270	480	0.248	0.177	0.596
BND2_L2	0	0.200	0.00741	0.00208	0.00769	1	270	480	0.122	0.183	0.694
BND2_L2	1	0.400	-0.00000	0.00208	0.00208	1	270	480	0.152	0.183	0.702
BND2_L2	2	0.600	0.00741	0.00000	0.00741	1	270	480	0.174	0.198	0.706
BND2_L2	3	0.800	0.00741	0.00000	0.00741	1	270	480	0.111	0.204	0.710
BND2_L2	4	1.000	0.01111	0.00000	0.01111	1	270	480	0.119	0.215	0.710
BND2_L2	5	1.200	0.00370	-0.00208	0.00425	1	270	480	0.137	0.215	0.706
BND2_L2	6	1.400	-0.00000	-0.00208	0.00208	1	270	480	0.119	0.233	0.710
BND2_L2	7	1.598	-0.00000	-0.00417	0.00417	1	270	480	0.122	0.252	0.714
BND2_L2	8	1.800	-0.72222	-0.74792	1.03970	0	270	480	0.122	0.265	0.710
BND2_L2	9	1.998	0.04815	0.00208	0.04819	1	270	480	0.511	0.490	0.686
BND2_L2	10	2.198	-0.00741	0.00208	0.00769	1	270	480	0.041	0.110	0.678
BND2_L2	11	2.400	0.10000	0.00208	0.10002	1	270	480	0.400	0.529	0.722
BND2_L2	12	2.600	-0.00741	0.00208	0.00769	1	270	480	0.356	0.383	0.718
BND2_L2	13	2.800	-0.00000	0.00000	0.00000	1	270	480	0.289	0.458	0.729
BND2_L2	14	3.000	-0.50000	0.00000	0.50000	0	270	480	0.296	0.388	0.722
BND2_L2	15	3.200	-0.00000	0.73958	0.73958	0	270	480	0.281	0.392	0.722
BND2_L2	16	3.400	-0.00370	-0.74375	0.74376	0	270	480	0.278	0.350	0.722
BND2_L2	17	3.600	-0.02963	0.75000	0.75059	0	270	480	0.215	0.321	0.718
BND2_L2	18	3.800	-0.00370	-0.75000	0.75001	0	270	480	0.189	0.310	0.714
BND2_L2	19	4.000	-0.01481	0.00417	0.01539	1	270	480	0.193	0.290	0.714
BND2_L2	20	4.200	-0.01481	0.00625	0.01608	1	270	480	0.159	0.273	0.706
BND2_L2	21	4.400	-0.02963	0.01042	0.03141	1	270	480	0.156	0.254	0.698
BND2_L2	22	4.600	-0.03333	0.01458	0.03638	1	270	480	0.170	0.229	0.694
BND2_L2	23	4.800	-0.01852	0.00625	0.01954	1	270	480	0.133	0.206	0.690
BND2_L2	24	5.000	-0.01852	-0.02292	0.02946	1	270	480	0.148	0.210	0.686
BND2_L2	25	5.200	0.49259	-0.02500	0.49323	0	270	480	0.152	0.231	0.686
BND2_L2	26	5.400	0.02593	-0.03958	0.04732	1	270	480	0.156	0.267	0.690
BND2_L2	27	5.600	0.00370	-0.02500	0.02527	1	270	480	0.193	0.300	0.702
BND2_L2	28	5.800	0.01852	0.00417	0.01898	1	270	480	0.226	0.335	0.710
BND2_L2	29	6.000	0.02963	0.00833	0.03078	1	270	480	0.241	0.317	0.706
BND2_L2	30	6.200	0.02222	0.00417	0.02261	1	270	480	0.222	0.298	0.702
BND2_L2	31	6.400	0.01852	0.00417	0.01898	1	270	480	0.215	0.283	0.702
BND2_L2	32	6.600	0.00741	0.00833	0.01115	1	270	480	0.193	0.265	0.706
BND2_L2	33	6.800	-0.01111	0.00833	0.01389	1	270	480	0.178	0.254	0.698
BND2_L2	34	7.000	-0.02222	0.01458	0.02658	1	270	480	0.174	0.240	0.702
BND2_L2	35	7.200	0.62222	-0.02500	0.62272	0	270	480	0.178	0.227	0.702
BND2_L2	36	7.400	-0.01111	-0.08958	0.09027	1	270	480	0.189	0.252	0.694
BND2_L2	37	7.600	-0.62963	-0.06458	0.63293	0	270	480	0.259	0.325	0.710
BND2_L2	38	7.800	-0.01481	-0.01250	0.01938	1	270	480	0.304	0.356	0.725
BND2_L2	39	8.000	-0.05185	0.02500	0.05756	1	270	480	0.278	0.342	0.714
BND2_L2	40	8.200	-0.06296	0.03958	0.07437	1	270	480	0.304	0.331	0.694
BND2_L2	41	8.400	-0.04815	0.05000	0.06941	1	270	480	0.230	0.317	0.682
BND2_L2	42	8.600	-0.02593	0.05208	0.05818	1	270	480	0.274	0.308	0.671
BND2_L2	43	8.800	-0.01481	0.03333	0.03648	1	270	480	0.207	0.298	0.667
BND2_L2	44	9.000	-0.01111	0.02292	0.02547	1	270	480	0.241	0.279	0.671
BND2_L2	45	9.200	0.01111	0.00833	0.01389	1	270	480	0.196	0.267	0.682
BND2_L2	46	9.398	0.01852	0.00000	0.01852	1	270	480	0.156	0.256	0.686
BND2_L2	47	9.598	0.02963	-0.00625	0.03028	1	270	480	0.167	0.256	0.686
BND2_L2	48	9.798	0.04074	-0.00833	0.04158	1	270	480	0.174	0.244	0.690
BND2_L2	49	9.998	0.02593	-0.00417	0.02626	1	270	480	0.096	0.223	0.675
BND2_L2	50	10.198	0.02963	0.00625	0.03028	1	270	480	0.093	0.219	0.678
BND2_L2	51	10.398	0.49259	0.00208	0.49260	0	270	480	0.156	0.206	0.671
BND2_L2	52	10.598	-0.55556	-0.02292	0.55603	0	270	480	0.044	0.079	0.663
BND2_L2	53	10.798	0.00370	0.01042	0.01106	1	270	480	0.059	0.127	0.663
BND2_L2	54	10.998	0.04074	0.01042	0.04205	1	270	480	0.022	0.115	0.655
BND2_L2	55	11.198	0.47407	0.00208	0.47408	0	270	480	0.259	0.260	0.667
BND2_L2	56	11.398	-0.39259	-0.01250	0.39279	0	270	480	0.130	0.152	0.675
BND2_L2	57	11.598	-0.61111	-0.04167	0.61253	0	270	480	0.207	0.258	0.675
BND2_L2	58	11.798	0.61852	-0.06458	0.62188	0	270	480	0.252	0.296	0.675
BND2_L2	59	12.198	0.30741	-0.05625	0.31251	1	270	480	0.437	0.329	0.698
BND2_L2	61	12.398	-0.03333	-0.05208	0.06184	1	270	480	0.044	0.117	0.682
BND2_L2	62	12.598	-0.06296	-0.08125	0.10279	1	270	480	0.070	0.119	0.710
BND2_L2	63	12.998	-0.75185	-0.28750	0.80495	0	270	480	0.133	0.169	0.749
BND2_L2	65	13.398	-0.32593	0.22917	0.39843	0	270	480	0.467	0.073	0.820
BND2_L2	67	13.598	-0.00000	0.01250	0.01250	1	270	480	0.081	0.258	0.690
BND2_L2	68	13.798	-0.00000	0.01042	0.01042	1	270	480	0.119	0.240	0.690
BND2_L2	69	13.998	0.00370	0.01042	0.01106	1	270	480	0.111	0.210	0.690
BND2_L2	70	14.198	0.00741	0.00833	0.01115	1	270	480	0.104	0.198	0.690
BND2_L2	71	14.398	0.00741	0.00833	0.01115	1	270	480	0.130	0.183	0.690
BND2_L2	72	14.598	0.00741	0.00833	0.01115	1	270	480	0.093	0.181	0.690
BND2_L2	73	14.798	0.00741	0.00833	0.01115	1	270	480	0.052	0.167	0.690
BND2_L2	74	14.998	0.00370	0.01250	0.01304	1	270	480	0.089	0.154	0.690
BND2_L2	75	15.198	-0.04444	-0.01458	0.04678	1	270	480	0.096	0.150	0.690
BND2_L2	76	15.398	-0.01481	-0.03750	0.04032	1	270	480	0.126	0.188	0.675
BND2_L2	77	15.598	-0.08889	-0.01042	0.08950	1	270	480	0.219	0.296	0.659
BND2_L2	78	15.798	0.47407	0.02083	0.47453	0	270	480	0.311	0.340	0.655
BND2_L2	79	15.998	-0.02222	0.02292	0.03192	1	270	480	0.196	0.317	0.639
BND2_L2	80	16.198	-0.00741	0.01667	0.01824	1	270	480	0.056	0.129	0.655
BND2_L2	81	16.398	-0.02222	0.00208	0.02232	1	270	480	0.078	0.123	0.651
BND2_L2	82	16.598	-0.03333	0.00000	0.03333	1	270	480	0.074	0.115	0.659
BND2_L2	83	16.798	-0.02963	-0.00208	0.02970	1	270	480	0.078	0.115	0.663
BND2_L2	84	16.998	-0.02222	-0.00625	0.02308	1	270	480	0.037	0.119	0.671
BND2_L2	85	17.198	-0.01852	-0.01042	0.02125	1	270	480	0.052	0.131	0.671
BND2_L2	86	17.398	-0.01481	-0.00417	0.01539	1	270	480	0.067	0.115	0.678
BND2_L2	87	17.598	0.00370	-0.00208	0.00425	1	270	480	0.030	0.117	0.678
BND2_L2	88	17.798	0.02222	0.00208	0.02232	1	270	480	0.052	0.117	0.682
BND2_L2	89	17.998	0.51852	0.00833	0.51859	0	270	480	0.215	0.325	0.690
BND2_L2	90	18.198	0.03333	0.01042	0.03492	1	270	480	0.107	0.152	0.678
BND2_L2	91	18.398	0.02593	0.00625	0.02667	1	270	480	0.081	0.152	0.667
BND2_L2	92	18.598	0.00741	0.00208	0.00769	1	270	480	0.056	0.144	0.675
BND2_L2	93	18.798	-0.00370	-0.00625	0.00726	1	270	480	0.048	0.123	0.678
BND2_L2	94	18.998	-0.00741	-0.01042	0.01278	1	270	480	0.204	0.231	0.686
BND2_L2	95	19.198	-0.00741	-0.01250	0.01453	1	270	480	0.070	0.400	0.686
BND2_L2	96	19.398	-0.00741	-0.01667	0.01824	1	270	480	0.170	0.217	0.682
BND2_L2	97	19.798	-0.11852	-0.02708	0.12157	1	270	480	0.130	0.188	0.686
BND2_L2	99	19.998	-0.00000	-0.01250	0.01250	1	270	480	0.063	0.106	0.690
BND2_L2	100	20.198	0.00741	-0.01250	0.01453	1	270	480	0.048	0.119	0.690
BND2_L2	101	20.398	0.00741	-0.01458	0.01636	1	270	480	0.148	0.175	0.694
BND2_L2	102	20.598	0.00741	-0.00833	0.01115	1	270	480	0.219	0.156	0.698
BND2_L2	103	20.798	0.01111	-0.00833	0.01389	1	270	480	0.063	0.106	0.694
BND2_L2	104	20.998	0.00741	-0.00208	0.00769	1	270	480	0.330	0.294	0.714
BND2_L2	105	21.398	-0.00370	0.00000	0.00370	1	270	480	0.044	0.127	0.690
BND2_L2	107	21.598	-0.02593	0.00208	0.02601	1	270	480	0.059	0.110	0.690
BND2_L2	108	21.798	-0.04444	0.00417	0.04464	1	270	480	0.063	0.113	0.694
BND2_L2	109	21.998	-0.06296	0.00417	0.06310	1	270	480	0.074	0.133	0.698
BND2_L2	110	22.198	-0.07407	0.00625	0.07434	1	270	480	0.078	0.119	0.702
BND2_L2	111	22.598	-0.11852	0.01250	0.11918	1	270	480	0.067	0.138	0.706
BND2_L2	113	22.798	0.60000	0.00625	0.60003	0	270	480	0.056	0.129	0.698
BND2_L1	0	0.200	-0.00000	0.00000	0.00000	1	270	480	0.122	0.202	0.584
BND2_L1	1	0.400	-0.00000	0.00000	0.00000	1	270	480	0.115	0.192	0.596
BND2_L1	2	0.600	-0.00000	0.00000	0.00000	1	270	480	0.141	0.206	0.604
BND2_L1	3	0.800	-0.00000	0.00000	0.00000	1	270	480	0.159	0.210	0.620
BND2_L1	4	1.000	-0.00000	0.00000	0.00000	1	270	480	0.144	0.221	0.624
BND2_L1	5	1.200	-0.07037	0.00000	0.07037	1	270	480	0.170	0.227	0.620
BND2_L1	6	1.400	-0.00000	0.00000	0.00000	1	270	480	0.163	0.237	0.620
BND2_L1	7	1.598	-0.03333	0.00000	0.03333	1	270	480	0.163	0.250	0.616
BND2_L1	8	1.800	-0.00000	0.00000	0.00000	1	270	480	0.163	0.256	0.608
BND2_L1	9	1.998	0.03704	0.00000	0.03704	1	270	480	0.178	0.269	0.604
BND2_L1	10	2.198	0.03704	0.00000	0.03704	1	270	480	0.178	0.279	0.600
BND2_L1	11	2.400	-0.00000	0.00000	0.00000	1	270	480	0.181	0.285	0.604
BND2_L1	12	2.600	-0.00000	0.02083	0.02083	1	270	480	0.185	0.290	0.600
BND2_L1	13	2.800	-0.00000	0.00000	0.00000	1	270	480	0.189	0.294	0.592
BND2_L1	14	3.000	-0.00000	0.00000	0.00000	1	270	480	0.196	0.294	0.600
BND2_L1	15	3.200	0.03333	0.00000	0.03333	1	270	480	0.207	0.304	0.612
BND2_L1	16	3.400	0.07037	0.00000	0.07037	1	270	480	0.207	0.315	0.616
