alias	fi	t	cdx	cdy	mag	regOK	frameW	frameH
BND2_LB	5	1.400	-0.47407	-0.18125	0.50754	0	270	480
BND2_LB	7	1.598	-0.53333	0.10833	0.54422	0	270	480
BND2_LB	8	1.800	0.15926	0.15833	0.22457	1	270	480
BND2_LB	9	1.998	-0.11852	0.01250	0.11918	1	270	480
BND2_LB	10	5.200	-0.55926	0.02500	0.55982	0	270	480
BND2_LB	26	5.400	-0.01481	0.00000	0.01481	1	270	480
BND2_LB	27	6.600	0.48889	-0.04167	0.49066	0	270	480
BND2_LB	33	6.800	-0.04074	-0.00625	0.04122	1	270	480
BND2_LB	34	7.000	-0.06667	-0.00625	0.06696	1	270	480
BND2_LB	35	7.400	-0.00000	0.09167	0.09167	1	270	480
BND2_LB	37	7.600	-0.00000	0.00000	0.00000	1	270	480
BND2_LB	38	7.800	-0.00000	0.00000	0.00000	1	270	480
BND2_LB	39	8.200	-0.00000	0.00417	0.00417	1	270	480
BND2_LB	41	8.400	0.04074	0.00417	0.04095	1	270	480
BND2_LB	42	9.200	-0.00000	0.01458	0.01458	1	270	480
BND2_LB	46	11.798	0.36667	-0.10625	0.38175	0	270	480
BND2_LB	59	11.998	0.08519	0.01875	0.08722	1	270	480
BND2_LB	60	12.198	0.05926	0.02500	0.06432	1	270	480
BND2_LB	61	12.398	0.01852	0.02917	0.03455	1	270	480
BND2_LB	62	12.598	-0.01481	0.02917	0.03271	1	270	480
BND2_LB	63	12.798	-0.06667	0.02708	0.07196	1	270	480
BND2_LB	64	12.998	-0.07778	0.02292	0.08108	1	270	480
BND2_LB	65	13.198	-0.07778	0.01667	0.07954	1	270	480
BND2_LB	66	13.398	-0.07407	0.01667	0.07593	1	270	480
BND2_LB	67	13.598	-0.07778	0.01875	0.08001	1	270	480
BND2_LB	68	13.798	-0.05556	0.02292	0.06010	1	270	480
BND2_LB	69	13.998	-0.03704	0.01875	0.04151	1	270	480
BND2_LB	70	14.198	0.00741	0.01458	0.01636	1	270	480
BND2_LB	71	14.398	0.01111	0.00208	0.01130	1	270	480
BND2_LB	72	14.998	0.10370	-0.71875	0.72619	0	270	480
BND2_LB	75	15.198	0.00741	-0.02708	0.02808	1	270	480
BND2_LB	76	15.398	0.00741	-0.00208	0.00769	1	270	480
BND2_LB	77	15.598	-0.00000	-0.00833	0.00833	1	270	480
BND2_LB	78	15.798	0.01481	-0.00208	0.01496	1	270	480
BND2_LB	79	15.998	0.01111	0.00000	0.01111	1	270	480
BND2_LB	80	16.198	-0.00000	0.00625	0.00625	1	270	480
BND2_LB	81	16.398	-0.00000	0.01250	0.01250	1	270	480
BND2_LB	82	16.598	-0.45556	0.01875	0.45594	0	270	480
BND2_LB	83	25.198	-0.00000	0.02083	0.02083	1	270	480
BND2_LB	126	25.398	-0.06296	-0.00833	0.06351	1	270	480
BND2_LB	127	25.598	-0.07037	0.00000	0.07037	1	270	480
BND2_LB	128	25.798	0.01852	0.00000	0.01852	1	270	480
BND2_LB	129	25.998	0.01852	-0.01667	0.02491	1	270	480
BND2_LB	130	26.198	-0.01852	-0.03542	0.03997	1	270	480
BND2_LB	131	26.398	-0.05556	-0.03542	0.06588	1	270	480
BND2_LB	132	26.598	-0.08519	-0.02500	0.08878	1	270	480
BND2_LB	133	26.798	0.13704	0.17917	0.22557	1	270	480
BND2_LB	134	26.998	-0.01481	0.00000	0.01481	1	270	480
BND2_LB	135	27.198	-0.00000	0.00000	0.00000	1	270	480
BND2_LB	136	27.398	0.00741	-0.00208	0.00769	1	270	480
BND2_LB	137	27.598	0.01481	-0.00417	0.01539	1	270	480
BND2_LB	138	27.798	0.01852	-0.01042	0.02125	1	270	480
BND2_LB	139	27.998	0.02222	-0.01250	0.02550	1	270	480
BND2_LB	140	28.198	0.02593	-0.01042	0.02794	1	270	480
BND2_LB	141	28.398	0.01852	-0.01042	0.02125	1	270	480
BND2_LB	142	28.598	0.01481	-0.00833	0.01700	1	270	480
BND2_LB	143	28.798	0.02593	-0.00833	0.02723	1	270	480
BND2_LB	144	28.998	0.02593	-0.00625	0.02667	1	270	480
BND2_LB	145	29.198	0.04815	-0.00417	0.04833	1	270	480
BND2_LB	146	29.398	0.02963	-0.00417	0.02992	1	270	480
BND2_LB	147	29.598	0.02963	-0.00417	0.02992	1	270	480
BND2_LB	148	29.798	0.01481	-0.00625	0.01608	1	270	480
BND2_LB	149	29.998	0.01111	-0.00833	0.01389	1	270	480
BND2_LB	150	30.198	-0.01481	-0.00625	0.01608	1	270	480
BND2_LB	151	30.398	-0.01852	-0.00417	0.01898	1	270	480
BND2_LB	152	30.598	-0.00370	0.00000	0.00370	1	270	480
BND2_LB	153	30.798	0.00370	0.00000	0.00370	1	270	480
BND2_LB	154	30.998	0.02222	0.00000	0.02222	1	270	480
BND2_LB	155	31.198	0.04444	0.00000	0.04444	1	270	480
BND2_LB	156	31.398	-0.00000	0.00000	0.00000	1	270	480
BND2_LB	157	31.598	0.00370	0.00208	0.00425	1	270	480
BND2_LB	158	31.798	-0.45185	0.00625	0.45190	0	270	480
BND2_LB	159	31.998	-0.40000	0.00417	0.40002	0	270	480
BND2_LB	160	32.198	-0.12593	0.00208	0.12594	1	270	480
BND2_LB	161	32.398	-0.36667	0.01250	0.36688	0	270	480
BND2_LB	162	32.598	0.67778	0.11458	0.68740	0	270	480
BND2_L6	0	0.200	-0.00000	0.00000	0.00000	1	270	480
BND2_L6	1	0.400	-0.00000	0.00000	0.00000	1	270	480
BND2_L6	2	0.600	-0.00000	0.00000	0.00000	1	270	480
BND2_L6	3	0.800	-0.00000	0.00000	0.00000	1	270	480
BND2_L6	4	1.000	-0.00000	0.00000	0.00000	1	270	480
BND2_L6	5	1.200	0.02222	0.00000	0.02222	1	270	480
BND2_L6	6	1.400	0.04074	0.00000	0.04074	1	270	480
BND2_L6	7	1.598	-0.00000	0.00000	0.00000	1	270	480
BND2_L6	8	1.800	-0.00000	0.00000	0.00000	1	270	480
BND2_L6	9	1.998	-0.00000	0.00000	0.00000	1	270	480
BND2_L6	10	2.198	-0.00000	0.00000	0.00000	1	270	480
BND2_L6	11	2.400	-0.00000	0.00000	0.00000	1	270	480
BND2_L6	12	2.600	-0.03333	0.00000	0.03333	1	270	480
BND2_L6	13	2.800	-0.02593	0.00000	0.02593	1	270	480
BND2_L6	14	3.000	-0.02222	0.00000	0.02222	1	270	480
BND2_L6	15	3.200	-0.00000	0.00000	0.00000	1	270	480
BND2_L6	16	3.400	-0.00000	0.00000	0.00000	1	270	480
BND2_L6	17	3.600	-0.00000	0.00000	0.00000	1	270	480
BND2_L6	18	3.800	0.02222	0.00000	0.02222	1	270	480
BND2_L6	19	4.000	0.02593	0.00000	0.02593	1	270	480
BND2_L6	20	4.200	0.04074	0.00000	0.04074	1	270	480
BND2_L6	21	4.400	0.04074	-0.00208	0.04079	1	270	480
BND2_L6	22	4.600	-0.00000	0.00000	0.00000	1	270	480
BND2_L6	23	5.000	-0.08519	-0.00208	0.08521	1	270	480
BND2_L6	25	5.200	0.46667	0.59375	0.75519	0	270	480
BND2_L6	26	5.400	-0.00000	0.00000	0.00000	1	270	480
BND2_L6	27	5.600	-0.01481	0.00000	0.01481	1	270	480
BND2_L6	28	5.800	-0.01481	0.00000	0.01481	1	270	480
BND2_L6	29	6.000	-0.00000	0.00000	0.00000	1	270	480
BND2_L6	30	6.200	-0.00000	0.00000	0.00000	1	270	480
BND2_L6	31	6.400	-0.00000	0.00000	0.00000	1	270	480
BND2_L6	32	6.600	-0.00000	0.00000	0.00000	1	270	480
BND2_L6	33	6.800	-0.00000	0.00000	0.00000	1	270	480
BND2_L6	34	7.000	-0.00000	0.00000	0.00000	1	270	480
BND2_L6	35	7.200	0.02963	0.00000	0.02963	1	270	480
BND2_L6	36	7.400	-0.00000	0.00000	0.00000	1	270	480
BND2_L6	37	7.600	-0.00000	0.00000	0.00000	1	270	480
BND2_L6	38	7.800	-0.00000	0.00000	0.00000	1	270	480
BND2_L6	39	8.000	-0.00000	0.00000	0.00000	1	270	480
BND2_L6	40	8.200	-0.00000	0.00000	0.00000	1	270	480
BND2_L6	41	8.400	-0.00000	0.00000	0.00000	1	270	480
BND2_L6	42	8.600	-0.00000	0.00000	0.00000	1	270	480
BND2_L6	43	8.800	-0.01481	0.00000	0.01481	1	270	480
BND2_L6	44	9.000	-0.00000	0.00000	0.00000	1	270	480
BND2_L6	45	9.200	-0.00000	0.00000	0.00000	1	270	480
BND2_L6	46	9.398	-0.00000	0.00000	0.00000	1	270	480
BND2_L6	47	9.598	-0.00000	0.00000	0.00000	1	270	480
BND2_L6	48	9.798	-0.00000	0.00000	0.00000	1	270	480
BND2_L6	49	9.998	0.02222	0.00000	0.02222	1	270	480
BND2_L6	50	10.198	-0.00000	0.00000	0.00000	1	270	480
BND2_L6	51	10.398	-0.00000	0.00000	0.00000	1	270	480
BND2_L6	52	10.598	-0.00000	0.00000	0.00000	1	270	480
BND2_L6	53	10.798	-0.00000	0.00000	0.00000	1	270	480
BND2_L6	54	10.998	-0.00000	0.00000	0.00000	1	270	480
BND2_L6	55	11.198	-0.00000	0.00000	0.00000	1	270	480
BND2_L6	56	11.398	-0.00000	0.00000	0.00000	1	270	480
BND2_L6	57	11.598	-0.00000	0.00000	0.00000	1	270	480
BND2_L6	58	11.798	-0.00000	0.00000	0.00000	1	270	480
BND2_L6	59	11.998	-0.00000	0.00000	0.00000	1	270	480
BND2_L6	60	12.198	-0.00000	0.00000	0.00000	1	270	480
BND2_L6	61	12.398	-0.00000	0.00000	0.00000	1	270	480
BND2_L6	62	12.598	-0.00000	0.00000	0.00000	1	270	480
BND2_L6	63	12.798	-0.00000	0.00000	0.00000	1	270	480
BND2_L6	64	12.998	-0.00000	0.00000	0.00000	1	270	480
BND2_L6	65	13.198	-0.00000	0.00000	0.00000	1	270	480
BND2_L6	66	13.398	-0.00000	0.00000	0.00000	1	270	480
BND2_L6	67	13.598	-0.00000	0.00000	0.00000	1	270	480
BND2_L6	68	13.798	-0.00000	0.00000	0.00000	1	270	480
BND2_L6	69	13.998	-0.00000	0.00000	0.00000	1	270	480
BND2_L6	70	14.198	-0.00000	0.00000	0.00000	1	270	480
BND2_L6	71	14.398	-0.00000	0.00000	0.00000	1	270	480
BND2_L6	72	14.598	-0.00000	0.69167	0.69167	0	270	480
BND2_L6	73	14.798	-0.02593	0.00000	0.02593	1	270	480
BND2_L6	74	14.998	-0.02222	0.00000	0.02222	1	270	480
BND2_L6	75	15.198	-0.00000	0.00000	0.00000	1	270	480
BND2_L6	76	15.398	-0.00000	0.00000	0.00000	1	270	480
BND2_L6	77	15.598	-0.00000	0.00000	0.00000	1	270	480
BND2_L6	78	15.798	-0.02222	0.00000	0.02222	1	270	480
BND2_L6	79	15.998	-0.01481	0.00208	0.01496	1	270	480
BND2_L6	80	16.198	-0.01111	0.00208	0.01130	1	270	480
BND2_L6	81	16.398	-0.03704	0.00208	0.03710	1	270	480
BND2_L6	82	16.598	-0.05185	0.00208	0.05189	1	270	480
BND2_L6	83	16.798	-0.05556	0.00208	0.05559	1	270	480
BND2_L6	84	16.998	-0.00741	0.00208	0.00769	1	270	480
BND2_L6	85	17.198	-0.00000	0.00000	0.00000	1	270	480
BND2_L6	86	17.398	-0.00000	0.00000	0.00000	1	270	480
BND2_L6	87	17.598	-0.00370	0.00000	0.00370	1	270	480
BND2_L6	88	17.798	0.00370	0.00000	0.00370	1	270	480
BND2_L6	89	17.998	0.00370	0.00000	0.00370	1	270	480
BND2_L6	90	18.198	-0.00000	0.00000	0.00000	1	270	480
BND2_L6	91	18.398	-0.00000	-0.00208	0.00208	1	270	480
BND2_L6	92	18.598	-0.00000	-0.00208	0.00208	1	270	480
BND2_L6	93	18.798	-0.00000	-0.00208	0.00208	1	270	480
BND2_L6	94	18.998	0.00370	-0.00208	0.00425	1	270	480
BND2_L6	95	19.598	0.75185	0.63958	0.98709	0	270	480
BND2_L6	98	19.798	-0.00000	-0.01875	0.01875	1	270	480
BND2_L6	99	19.998	-0.05926	0.00000	0.05926	1	270	480
BND2_L6	100	20.198	-0.05926	0.00000	0.05926	1	270	480
BND2_L6	101	20.398	-0.05556	-0.01042	0.05652	1	270	480
BND2_L6	102	20.598	-0.02963	-0.01250	0.03216	1	270	480
BND2_L6	103	20.798	-0.02963	-0.00833	0.03078	1	270	480
BND2_L6	104	20.998	-0.51852	0.00000	0.51852	0	270	480
BND2_L6	105	21.198	-0.02963	0.00000	0.02963	1	270	480
BND2_L6	106	21.398	-0.02963	-0.01042	0.03141	1	270	480
BND2_L6	107	21.598	-0.03333	-0.01458	0.03638	1	270	480
BND2_L6	108	21.798	-0.02963	-0.02292	0.03746	1	270	480
BND2_L6	109	21.998	-0.02222	-0.02917	0.03667	1	270	480
BND2_L6	110	22.198	-0.01852	-0.03333	0.03813	1	270	480
BND2_L6	111	23.198	-0.75185	0.05208	0.75365	0	270	480
BND2_L6	116	23.398	0.74815	0.02083	0.74844	0	270	480
BND2_L6	117	23.598	-0.03333	-0.00833	0.03436	1	270	480
BND2_L6	118	23.798	0.03333	0.00000	0.03333	1	270	480
BND2_L6	119	23.998	0.02963	0.00000	0.02963	1	270	480
BND2_L6	120	24.198	-0.00000	0.00000	0.00000	1	270	480
BND2_L6	121	24.398	-0.05185	-0.01458	0.05386	1	270	480
BND2_L6	122	24.598	-0.02963	0.00000	0.02963	1	270	480
BND2_L6	123	24.798	-0.01481	0.00000	0.01481	1	270	480
BND2_L6	124	24.998	-0.00000	0.00000	0.00000	1	270	480
BND2_L6	125	25.198	0.02963	0.00000	0.02963	1	270	480
BND2_L6	126	25.398	0.14815	-0.01458	0.14886	1	270	480
BND2_L6	127	27.198	-0.45556	0.14167	0.47707	0	270	480
BND2_L6	136	27.398	0.05926	0.01042	0.06017	1	270	480
BND2_L6	137	27.598	0.69259	0.00833	0.69264	0	270	480
BND2_L6	138	27.798	0.08148	-0.00625	0.08172	1	270	480
BND2_L6	139	27.998	-0.75185	-0.00625	0.75188	0	270	480
BND2_L6	140	28.198	0.06296	-0.00833	0.06351	1	270	480
BND2_L6	141	28.398	-0.64444	-0.00625	0.64447	0	270	480
BND2_L6	142	29.998	-0.69259	-0.17292	0.71385	0	270	480
BND2_L6	150	30.198	0.04444	0.00000	0.04444	1	270	480
BND2_L6	151	30.398	0.03704	0.00000	0.03704	1	270	480
BND2_L6	152	30.598	0.03333	0.00000	0.03333	1	270	480
BND2_L6	153	30.798	0.01852	0.00000	0.01852	1	270	480
BND2_L6	154	30.998	-0.07778	0.00000	0.07778	1	270	480
BND2_L6	155	31.198	-0.13333	0.00000	0.13333	1	270	480
BND2_L6	156	31.398	-0.09259	0.00000	0.09259	1	270	480
BND2_L6	157	31.598	-0.35185	0.00000	0.35185	0	270	480
BND2_L6	158	31.798	-0.00000	0.00000	0.00000	1	270	480
BND2_L6	159	31.998	-0.05926	0.00000	0.05926	1	270	480
BND2_L6	160	32.198	-0.04444	0.00000	0.04444	1	270	480
BND2_L6	161	32.398	-0.03704	0.00000	0.03704	1	270	480
BND2_L6	162	32.598	-0.00000	0.00000	0.00000	1	270	480
BND2_L6	163	32.798	-0.00000	0.00000	0.00000	1	270	480
BND2_L6	164	32.998	-0.00000	0.00000	0.00000	1	270	480
BND2_L6	165	33.198	-0.00000	0.00000	0.00000	1	270	480
BND2_L6	166	33.398	0.01852	0.00000	0.01852	1	270	480
BND2_L6	167	33.598	0.02593	0.00000	0.02593	1	270	480
BND2_L6	168	33.798	0.02963	0.00000	0.02963	1	270	480
BND2_L6	169	33.998	0.02963	0.00000	0.02963	1	270	480
BND2_L6	170	34.198	0.03333	0.00000	0.03333	1	270	480
BND2_L6	171	34.398	0.03333	0.00000	0.03333	1	270	480
BND2_L6	172	34.598	0.01852	0.00000	0.01852	1	270	480
BND2_L6	173	34.798	-0.00000	0.00000	0.00000	1	270	480
BND2_L6	174	34.998	-0.00000	0.00000	0.00000	1	270	480
BND2_L6	175	35.198	-0.00000	0.00000	0.00000	1	270	480
BND2_L6	176	35.398	-0.00000	0.00000	0.00000	1	270	480
BND2_L6	177	35.598	-0.00000	0.00000	0.00000	1	270	480
BND2_L6	178	35.798	-0.00000	0.00000	0.00000	1	270	480
BND2_L6	179	35.998	-0.05556	0.00000	0.05556	1	270	480
BND2_L6	180	36.198	-0.06667	0.00000	0.06667	1	270	480
BND2_L6	181	36.398	-0.09259	0.00000	0.09259	1	270	480
BND2_L6	182	36.598	-0.09259	0.00000	0.09259	1	270	480
BND2_L6	183	36.798	-0.11852	0.00000	0.11852	1	270	480
BND2_L6	184	36.998	-0.11852	0.00000	0.11852	1	270	480
BND2_L6	185	37.198	-0.11852	0.00000	0.11852	1	270	480
BND2_L6	186	37.398	-0.11481	0.00000	0.11481	1	270	480
BND2_L6	187	37.598	-0.12222	0.00000	0.12222	1	270	480
BND2_L6	188	37.800	-0.14074	0.00000	0.14074	1	270	480
BND2_L6	189	38.000	-0.18148	0.00000	0.18148	1	270	480
BND2_L6	190	38.200	-0.03704	0.00000	0.03704	1	270	480
BND2_L6	191	38.400	-0.14444	0.00000	0.14444	1	270	480
BND2_L6	192	38.600	-0.04444	0.00000	0.04444	1	270	480
BND2_L6	193	38.800	-0.00000	0.01250	0.01250	1	270	480
BND2_L6	194	39.000	-0.00000	0.01042	0.01042	1	270	480
BND2_L6	195	39.200	-0.00000	0.00000	0.00000	1	270	480
BND2_L6	196	39.400	-0.00000	0.00000	0.00000	1	270	480
BND2_L6	197	39.600	-0.00000	0.00000	0.00000	1	270	480
BND2_L6	198	39.800	-0.00000	0.00000	0.00000	1	270	480
BND2_L6	199	40.200	-0.00000	0.00000	0.00000	1	270	480
BND2_L6	201	40.400	0.02222	0.00000	0.02222	1	270	480
BND2_L6	202	40.600	0.02593	0.00000	0.02593	1	270	480
BND2_L6	203	40.800	0.02593	0.01042	0.02794	1	270	480
BND2_L6	204	41.000	-0.00000	0.01250	0.01250	1	270	480
BND2_L6	205	41.200	-0.00000	0.01875	0.01875	1	270	480
BND2_L6	206	41.400	-0.00000	0.01875	0.01875	1	270	480
BND2_L6	207	41.600	-0.00000	0.01667	0.01667	1	270	480
BND2_L6	208	41.800	-0.00000	0.01667	0.01667	1	270	480
BND2_L6	209	42.000	-0.00000	0.00833	0.00833	1	270	480
BND2_L6	210	42.200	-0.00000	0.00000	0.00000	1	270	480
BND2_L6	211	42.400	0.04815	-0.00208	0.04819	1	270	480
BND2_L6	212	42.600	0.07778	-0.00417	0.07789	1	270	480
BND2_L6	213	42.800	0.04444	-0.01667	0.04747	1	270	480
BND2_L6	214	43.000	-0.00000	-0.02292	0.02292	1	270	480
BND2_L6	215	43.200	-0.01111	-0.02083	0.02361	1	270	480
BND2_L6	216	43.400	-0.02222	-0.01667	0.02778	1	270	480
BND2_L6	217	43.600	0.04074	-0.01458	0.04327	1	270	480
BND2_L6	218	43.800	0.02222	-0.01250	0.02550	1	270	480
BND2_L6	219	44.000	0.00370	-0.00625	0.00726	1	270	480
BND2_L6	220	44.200	-0.00741	-0.00208	0.00769	1	270	480
BND2_L6	221	44.400	-0.00741	0.00208	0.00769	1	270	480
BND2_L6	222	44.600	-0.00000	0.00625	0.00625	1	270	480
BND2_L6	223	44.800	-0.00000	0.01042	0.01042	1	270	480
BND2_L6	224	45.000	0.01111	0.01250	0.01672	1	270	480
BND2_L6	225	45.200	0.02963	0.01042	0.03141	1	270	480
BND2_L6	226	45.400	0.02222	0.00625	0.02308	1	270	480
BND2_L6	227	45.600	-0.71111	-0.15417	0.72763	0	270	480
BND2_L6	228	45.800	-0.00000	0.00000	0.00000	1	270	480
BND2_L6	229	46.000	-0.00000	0.00000	0.00000	1	270	480
BND2_L6	230	46.200	-0.00000	0.00000	0.00000	1	270	480
BND2_L6	231	46.400	-0.00000	0.00000	0.00000	1	270	480
BND2_L6	232	46.600	-0.00000	0.00000	0.00000	1	270	480
BND2_L6	233	46.800	-0.00000	0.00000	0.00000	1	270	480
BND2_L6	234	47.000	-0.00000	0.00000	0.00000	1	270	480
BND2_L6	235	47.200	-0.00000	0.00000	0.00000	1	270	480
BND2_L6	236	47.400	-0.00000	0.00000	0.00000	1	270	480
BND2_L6	237	47.600	-0.00000	0.00000	0.00000	1	270	480
BND2_L6	238	47.800	-0.00000	0.00000	0.00000	1	270	480
BND2_L6	239	48.000	-0.00000	0.00000	0.00000	1	270	480
BND2_L6	240	48.200	-0.00000	0.00000	0.00000	1	270	480
BND2_L6	241	48.400	-0.00000	0.00000	0.00000	1	270	480
BND2_L6	242	48.600	-0.00000	0.01250	0.01250	1	270	480
BND2_L6	243	48.800	-0.00000	0.01250	0.01250	1	270	480
BND2_L6	244	49.000	0.00741	0.00208	0.00769	1	270	480
BND2_L6	245	49.200	-0.00000	0.00000	0.00000	1	270	480
BND2_L6	246	49.400	-0.00000	0.00000	0.00000	1	270	480
BND2_L6	247	49.600	-0.00000	0.00000	0.00000	1	270	480
BND2_L6	248	49.800	-0.00000	0.00000	0.00000	1	270	480
BND2_L6	249	50.000	-0.00000	0.00000	0.00000	1	270	480
BND2_L6	250	50.200	-0.00000	0.00000	0.00000	1	270	480
BND2_L6	251	50.400	-0.00000	0.00000	0.00000	1	270	480
BND2_L6	252	50.600	-0.00000	0.00000	0.00000	1	270	480
BND2_L6	253	50.800	-0.00000	0.00000	0.00000	1	270	480
BND2_L6	254	51.000	-0.00000	0.00000	0.00000	1	270	480
BND2_L6	255	51.200	-0.00000	0.00000	0.00000	1	270	480
BND2_L6	256	51.400	-0.00000	0.00000	0.00000	1	270	480
BND2_L6	257	51.600	-0.00000	0.00000	0.00000	1	270	480
BND2_L6	258	51.800	-0.00000	0.00000	0.00000	1	270	480
BND2_L6	259	52.000	-0.00000	0.00000	0.00000	1	270	480
BND2_L6	260	52.200	-0.00000	0.00000	0.00000	1	270	480
BND2_L6	261	52.400	-0.00000	0.00000	0.00000	1	270	480
BND2_L6	262	52.600	-0.00000	0.00000	0.00000	1	270	480
BND2_L6	263	52.800	-0.00370	0.01042	0.01106	1	270	480
BND2_L6	264	53.000	-0.00741	0.01042	0.01278	1	270	480
BND2_L6	265	53.200	-0.01481	0.00833	0.01700	1	270	480
BND2_L6	266	53.400	0.71111	0.00625	0.71114	0	270	480
BND2_L6	267	53.600	-0.04074	0.00417	0.04095	1	270	480
BND2_L6	268	53.800	-0.04444	0.00208	0.04449	1	270	480
BND2_L6	269	54.000	-0.03704	0.00000	0.03704	1	270	480
BND2_L6	270	54.200	-0.05185	0.00000	0.05185	1	270	480
BND2_L6	271	54.400	-0.00000	0.00000	0.00000	1	270	480
BND2_L6	272	54.600	-0.01852	-0.00208	0.01864	1	270	480
BND2_L6	273	54.800	-0.00741	0.00000	0.00741	1	270	480
BND2_L6	274	55.000	-0.00000	-0.00208	0.00208	1	270	480
BND2_L6	275	55.200	-0.00000	-0.00208	0.00208	1	270	480
BND2_L6	276	55.400	-0.00370	0.00000	0.00370	1	270	480
BND2_L6	277	55.600	-0.00741	0.00000	0.00741	1	270	480
BND2_L6	278	55.800	-0.01852	0.00000	0.01852	1	270	480
BND2_L6	279	56.000	-0.02593	0.00000	0.02593	1	270	480
BND2_L6	280	56.200	-0.00000	0.00000	0.00000	1	270	480
BND2_L6	281	56.400	-0.04815	0.00000	0.04815	1	270	480
BND2_L6	282	56.600	-0.00370	0.00000	0.00370	1	270	480
BND2_L6	283	56.800	0.60000	-0.00417	0.60001	0	270	480
BND2_L6	284	57.000	-0.00370	-0.00417	0.00557	1	270	480
BND2_L6	285	57.200	-0.00000	-0.00417	0.00417	1	270	480
BND2_L6	286	57.400	-0.67778	-0.00417	0.67779	0	270	480
BND2_L6	287	57.600	0.01481	-0.00417	0.01539	1	270	480
BND2_L6	288	57.800	-0.00000	-0.00417	0.00417	1	270	480
BND2_L6	289	58.000	0.46667	-0.29167	0.55032	0	270	480
BND2_L6	290	58.200	-0.00000	0.00000	0.00000	1	270	480
BND2_L6	291	58.400	-0.00000	0.00000	0.00000	1	270	480
BND2_L6	292	58.600	-0.00000	0.00000	0.00000	1	270	480
BND2_L6	293	59.000	-0.00000	0.00000	0.00000	1	270	480
BND2_L6	295	59.200	-0.00000	0.00000	0.00000	1	270	480
BND2_L6	296	59.400	-0.00000	0.00000	0.00000	1	270	480
BND2_L6	297	59.600	0.51481	0.00000	0.51481	0	270	480
BND2_L6	298	59.800	-0.00000	0.00000	0.00000	1	270	480
BND2_L6	299	60.000	-0.05556	0.00000	0.05556	1	270	480
BND2_L6	300	60.200	-0.05185	0.00000	0.05185	1	270	480
BND2_L6	301	60.400	-0.00000	0.00000	0.00000	1	270	480
BND2_L6	302	60.600	-0.00000	0.00000	0.00000	1	270	480
BND2_L6	303	60.800	-0.00000	0.00000	0.00000	1	270	480
BND2_L6	304	61.000	-0.00000	0.00000	0.00000	1	270	480
BND2_L6	305	61.200	-0.00000	0.00000	0.00000	1	270	480
BND2_L6	306	61.400	-0.00000	0.00000	0.00000	1	270	480
BND2_L6	307	61.600	-0.00000	0.00000	0.00000	1	270	480
BND2_L6	308	61.800	0.00370	0.00000	0.00370	1	270	480
BND2_L6	309	62.000	-0.00000	0.00000	0.00000	1	270	480
BND2_L6	310	62.200	-0.00000	0.00000	0.00000	1	270	480
BND2_L6	311	62.400	-0.00000	0.00000	0.00000	1	270	480
BND2_L6	312	62.600	-0.00000	0.00000	0.00000	1	270	480
BND2_L6	313	62.800	-0.00000	0.00000	0.00000	1	270	480
BND2_L6	314	63.000	-0.00000	0.00000	0.00000	1	270	480
BND2_L6	315	63.400	-0.00000	0.00000	0.00000	1	270	480
BND2_L6	317	63.600	-0.00000	0.00000	0.00000	1	270	480
BND2_L6	318	63.800	-0.00000	0.00000	0.00000	1	270	480
BND2_L6	319	64.000	-0.00000	0.00000	0.00000	1	270	480
BND2_L6	320	64.200	-0.00000	0.00000	0.00000	1	270	480
BND2_L6	321	64.400	-0.00000	0.00000	0.00000	1	270	480
BND2_L6	322	64.600	0.03333	0.00000	0.03333	1	270	480
BND2_L6	323	64.800	-0.00000	0.00000	0.00000	1	270	480
BND2_L6	324	65.000	-0.00000	0.00000	0.00000	1	270	480
BND2_L6	325	65.200	-0.00000	0.00000	0.00000	1	270	480
BND2_L6	326	65.400	-0.00000	0.00000	0.00000	1	270	480
BND2_L6	327	65.600	-0.00000	0.00000	0.00000	1	270	480
BND2_L6	328	65.800	-0.00000	0.00000	0.00000	1	270	480
BND2_L6	329	66.000	-0.00000	0.00000	0.00000	1	270	480
BND2_L6	330	66.200	-0.00000	0.00000	0.00000	1	270	480
BND2_L6	331	66.400	-0.00000	0.00000	0.00000	1	270	480
BND2_L6	332	66.600	-0.00000	0.00000	0.00000	1	270	480
BND2_L5	0	0.200	-0.09259	0.00000	0.09259	1	270	480
BND2_L5	1	0.400	0.00370	0.00000	0.00370	1	270	480
BND2_L5	2	0.600	0.05556	0.00000	0.05556	1	270	480
BND2_L5	3	0.800	0.02963	0.00000	0.02963	1	270	480
BND2_L5	4	1.000	-0.00000	0.00000	0.00000	1	270	480
BND2_L5	5	1.200	0.02963	0.00000	0.02963	1	270	480
BND2_L5	6	1.400	0.09630	0.00000	0.09630	1	270	480
BND2_L5	7	1.598	0.06667	0.00000	0.06667	1	270	480
BND2_L5	8	1.800	0.05926	0.00000	0.05926	1	270	480
BND2_L5	9	1.998	-0.00000	0.00000	0.00000	1	270	480
BND2_L5	10	2.198	0.05556	0.00000	0.05556	1	270	480
BND2_L5	11	2.400	0.08889	0.00000	0.08889	1	270	480
BND2_L5	12	2.600	0.06296	0.00000	0.06296	1	270	480
BND2_L5	13	2.800	0.00370	0.00000	0.00370	1	270	480
BND2_L5	14	3.000	-0.00000	0.00000	0.00000	1	270	480
