alias	fi	t	cdx	cdy	mag	regOK	frameW	frameH
BND2_LM	27	5.600	-0.00000	0.00000	0.00000	1	270	480
BND2_LM	28	5.800	0.02963	0.00000	0.02963	1	270	480
BND2_LM	29	6.000	-0.00000	0.00000	0.00000	1	270	480
BND2_LM	30	6.200	-0.00000	0.00000	0.00000	1	270	480
BND2_LM	31	6.400	-0.00000	0.00000	0.00000	1	270	480
BND2_LM	32	6.600	-0.00000	0.00000	0.00000	1	270	480
BND2_LM	33	6.800	-0.10370	-0.05208	0.11605	1	270	480
BND2_LM	34	7.000	0.58148	0.00000	0.58148	0	270	480
BND2_LM	35	7.200	0.04444	0.00000	0.04444	1	270	480
BND2_LM	36	7.400	0.04074	0.00000	0.04074	1	270	480
BND2_LM	37	7.600	0.02222	0.00000	0.02222	1	270	480
BND2_LM	38	7.800	-0.00000	0.00000	0.00000	1	270	480
BND2_LM	39	8.000	-0.00000	0.00000	0.00000	1	270	480
BND2_LM	40	8.200	-0.00000	0.00000	0.00000	1	270	480
BND2_LM	41	8.400	-0.00000	0.00000	0.00000	1	270	480
BND2_LM	42	8.600	-0.00000	0.00000	0.00000	1	270	480
BND2_LM	43	8.800	0.05556	-0.05625	0.07906	1	270	480
BND2_LM	44	9.000	-0.00000	0.00000	0.00000	1	270	480
BND2_LM	45	9.200	-0.00000	0.00000	0.00000	1	270	480
BND2_LM	46	9.398	-0.04074	0.00000	0.04074	1	270	480
BND2_LM	47	9.598	-0.00000	0.00000	0.00000	1	270	480
BND2_LM	48	9.798	-0.00000	0.00000	0.00000	1	270	480
BND2_LM	49	9.998	-0.00000	0.00000	0.00000	1	270	480
BND2_LM	50	10.198	-0.00000	0.00000	0.00000	1	270	480
BND2_LM	51	10.398	-0.00000	-0.10833	0.10833	1	270	480
BND2_LM	52	10.598	-0.01481	0.00000	0.01481	1	270	480
BND2_LM	53	10.798	-0.05926	0.00000	0.05926	1	270	480
BND2_LM	54	10.998	-0.04444	-0.00208	0.04449	1	270	480
BND2_LM	55	11.198	-0.00000	0.00000	0.00000	1	270	480
BND2_LM	56	11.398	-0.00000	0.00000	0.00000	1	270	480
BND2_LM	57	11.598	-0.00000	0.00000	0.00000	1	270	480
BND2_LM	58	11.798	0.71852	0.05625	0.72072	0	270	480
BND2_LM	59	11.998	0.02963	0.00000	0.02963	1	270	480
BND2_LM	60	12.198	0.02963	0.00000	0.02963	1	270	480
BND2_LM	61	12.398	-0.00741	0.00417	0.00850	1	270	480
BND2_LM	62	12.598	-0.00000	0.00000	0.00000	1	270	480
BND2_LM	63	12.798	-0.00000	0.00000	0.00000	1	270	480
BND2_LM	64	12.998	-0.00000	0.00000	0.00000	1	270	480
BND2_LM	65	13.198	-0.00000	0.00000	0.00000	1	270	480
BND2_LM	66	13.398	-0.00000	0.00000	0.00000	1	270	480
BND2_LM	67	13.598	-0.00000	0.00000	0.00000	1	270	480
BND2_LM	68	13.798	-0.00000	0.00000	0.00000	1	270	480
BND2_LM	69	13.998	-0.00000	0.00000	0.00000	1	270	480
BND2_LM	70	14.198	-0.00000	0.00000	0.00000	1	270	480
BND2_LM	71	14.398	-0.00000	0.00000	0.00000	1	270	480
BND2_LM	72	14.598	-0.00000	0.00000	0.00000	1	270	480
